"Player","Team","POS","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
" "," ","","",""
"","low","1.3","5.2","0.0","1.1","7.7","0.0","0.0","6.3"
"Reggie Gilliam","BUFhigh","RB124","0.0","0.0","0.0","4.4","33.2","0.3","0.0","9.3"
"","high","0.0","0.0","0.0","4.4","33.2","0.3","0.0","9.3"
"","low","0.0","0.0","0.0","4.4","33.2","0.3","0.0","9.3"
"Travis Homer","CHIhigh","RB125","2.3","32.3","0.0","3.1","22.1","0.1","0.0","9.0"
"","high","2.3","55.0","0.0","4.0","28.0","0.2","0.0","15.4"
"","low","2.3","9.6","0.0","2.1","16.3","0.0","0.0","6.6"
"Parker Hesse","DEThigh","TE109","0.0","0.0","0.0","3.7","36.8","0.3","0.0","8.9"
"","high","0.0","0.0","0.0","3.7","36.8","0.3","0.0","8.9"
"","low","0.0","0.0","0.0","3.7","36.8","0.3","0.0","8.9"
"Nick Muse","MINhigh","TE110","0.0","0.0","0.0","3.7","35.8","0.3","0.0","8.8"
"","high","0.0","0.0","0.0","3.9","38.3","0.3","0.0","9.2"
"","low","0.0","0.0","0.0","3.6","33.2","0.2","0.0","8.4"
"DeeJay Dallas","ARIhigh","RB126","2.5","28.0","0.0","3.5","24.0","0.0","0.0","8.7"
"","high","2.5","46.0","0.0","5.0","36.0","0.0","0.0","16.7"
"","low","2.5","10.0","0.0","2.0","12.0","0.0","0.0","6.4"
"Emani Bailey","KChigh","RB127","0.0","47.0","0.0","2.0","18.0","0.0","0.0","8.5"
"","high","0.0","47.0","0.0","2.0","18.0","0.0","0.0","10.5"
"","low","0.0","47.0","0.0","2.0","18.0","0.0","0.0","10.5"
"Patrick Ricard","BALhigh","RB128","2.7","10.9","0.0","3.7","26.2","0.2","0.0","8.5"
"","high","2.7","10.9","0.0","3.7","26.2","0.2","0.0","9.0"
"","low","2.7","10.9","0.0","3.7","26.2","0.2","0.0","9.0"
"Michael Burton","DENhigh","RB129","2.4","9.4","0.0","3.7","24.5","0.2","0.0","8.2"
"","high","2.4","9.4","0.0","3.7","24.5","0.2","0.0","8.4"
"","low","2.4","9.4","0.0","3.7","24.5","0.2","0.0","8.4"
"DJ Turner","LVhigh","WR204","0.0","0.0","0.0","3.3","37.4","0.2","0.1","8.2"
"","high","0.0","0.0","0.0","5.1","57.1","0.3","0.1","10.4"
"","low","0.0","0.0","0.0","1.5","17.6","0.2","0.1","5.7"
"Jha'Quan Jackson","TENhigh","WR205","0.0","0.0","0.0","4.0","41.0","0.0","0.0","8.1"
"","high","0.0","0.0","0.0","4.0","41.0","0.0","0.0","12.1"
"","low","0.0","0.0","0.0","4.0","41.0","0.0","0.0","12.1"
"Tylan Wallace","BALhigh","WR206","0.0","2.0","0.0","3.2","41.3","0.1","0.0","8.1"
"","high","0.0","4.0","0.0","5.0","64.0","0.2","0.0","15.0"
"","low","0.0","0.0","0.0","1.5","18.7","0.0","0.0","5.9"
"Adam Prentice","NOhigh","RB130","3.3","14.0","0.1","3.3","23.0","0.1","0.0","8.1"
"","high","4.2","18.4","0.1","4.5","31.9","0.2","0.0","9.8"
"","low","2.4","9.6","0.0","2.1","14.1","0.1","0.0","6.5"
"Patrick Taylor Jr.","SFhigh","RB131","7.9","28.0","0.2","1.9","13.5","0.1","0.0","7.5"
"","high","13.4","57.0","0.5","2.0","15.0","0.2","0.0","12.2"
"","low","2.5","10.0","0.0","1.8","12.7","0.0","0.1","5.3"
"Kenny Yeboah","NYJhigh","TE111","0.0","0.0","0.0","3.0","28.6","0.2","0.0","7.1"
"","high","0.0","0.0","0.0","3.0","28.6","0.2","0.0","7.0"
"","low","0.0","0.0","0.0","3.0","28.6","0.2","0.0","7.0"
"C.J. Ham","MINhigh","RB132","2.0","8.3","0.0","3.3","22.4","0.1","0.0","7.0"
"","high","2.2","8.6","0.1","4.5","29.4","0.1","0.0","8.0"
"","low","1.9","8.1","0.0","2.1","15.3","0.1","0.0","6.6"
"Irvin Charles","NYJhigh","WR207","0.0","0.0","0.0","2.6","29.7","0.2","0.0","6.9"
"","high","0.0","0.0","0.0","3.5","40.1","0.3","0.0","8.4"
"","low","0.0","0.0","0.0","1.7","19.3","0.2","0.0","5.2"
"Keilan Robinson","JAChigh","RB133","0.0","33.0","0.0","2.0","15.0","0.0","0.0","6.8"
"","high","0.0","33.0","0.0","2.0","15.0","0.0","0.0","14.8"
"","low","0.0","33.0","0.0","2.0","15.0","0.0","0.0","14.8"
"Velus Jones Jr.","CHIhigh","WR208","2.3","9.7","0.1","1.9","25.1","0.1","0.0","6.3"
"","high","2.3","13.4","0.1","2.0","30.0","0.2","0.0","7.5"
"","low","2.3","6.0","0.0","1.7","20.1","0.0","0.0","6.6"
"Mitchell Wilcox","NEhigh","TE112","0.0","0.0","0.0","3.4","24.4","0.0","0.0","6.1"
"","high","0.0","0.0","0.0","5.0","31.0","0.1","0.0","11.5"
"","low","0.0","0.0","0.0","1.9","17.8","0.0","0.0","5.7"
"Keaontay Ingram","KChigh","RB134","0.0","30.0","0.0","2.0","10.0","0.0","0.0","6.0"
"","high","0.0","30.0","0.0","2.0","10.0","0.0","0.0","8.0"
"","low","0.0","30.0","0.0","2.0","10.0","0.0","0.0","8.0"
"Tyler Johnson","LARhigh","WR209","0.0","0.0","0.0","2.1","25.1","0.2","0.0","5.9"
"","high","0.0","0.0","0.0","2.1","25.1","0.2","0.0","5.7"
"","low","0.0","0.0","0.0","2.1","25.1","0.2","0.0","5.7"
"Myles Gaskin","MINhigh","RB135","0.0","26.0","0.0","2.0","11.0","0.0","0.0","5.7"
"","high","0.0","26.0","0.0","2.0","11.0","0.0","0.0","7.7"
"","low","0.0","26.0","0.0","2.0","11.0","0.0","0.0","7.7"
"La'Mical Perine","GBhigh","RB136","0.0","25.0","0.0","2.0","11.0","0.0","0.0","5.6"
"","high","0.0","25.0","0.0","2.0","11.0","0.0","0.0","7.6"
"","low","0.0","25.0","0.0","2.0","11.0","0.0","0.0","7.6"
"Teagan Quitoriano","HOUhigh","TE113","0.0","0.0","0.0","2.0","22.3","0.2","0.0","5.3"
"","high","0.0","0.0","0.0","2.0","22.3","0.2","0.0","5.2"
"","low","0.0","0.0","0.0","2.0","22.3","0.2","0.0","5.2"
"Tommy Hudson","NOhigh","TE114","0.0","0.0","0.0","2.0","19.3","0.2","0.0","5.0"
"","high","0.0","0.0","0.0","2.0","19.3","0.2","0.0","4.7"
"","low","0.0","0.0","0.0","2.0","19.3","0.2","0.0","4.7"
"Stephen Carlson","CHIhigh","TE115","0.0","0.0","0.0","2.0","19.4","0.2","0.0","4.9"
"","high","0.0","0.0","0.0","2.0","19.4","0.2","0.0","4.8"
"","low","0.0","0.0","0.0","2.0","19.4","0.2","0.0","4.8"
"Montrell Washington","KChigh","WR210","0.0","0.0","0.0","1.7","21.0","0.2","0.0","4.9"
"","high","0.0","0.0","0.0","1.7","21.0","0.2","0.0","4.7"
"","low","0.0","0.0","0.0","1.7","21.0","0.2","0.0","4.7"
"Simi Fehoko","LAChigh","WR211","0.0","0.0","0.0","1.7","20.2","0.2","0.0","4.7"
"","high","0.0","0.0","0.0","1.7","20.2","0.2","0.0","4.4"
"","low","0.0","0.0","0.0","1.7","20.2","0.2","0.0","4.4"
"DeAndre Carter","CHIhigh","WR212","0.0","6.0","0.0","2.0","21.0","0.0","0.0","4.7"
"","high","0.0","6.0","0.0","2.0","21.0","0.0","0.0","6.7"
"","low","0.0","6.0","0.0","2.0","21.0","0.0","0.0","6.7"
"Cody White","SEAhigh","WR213","0.0","0.0","0.0","1.7","19.5","0.2","0.0","4.7"
"","high","0.0","0.0","0.0","1.7","19.5","0.2","0.0","4.4"
"","low","0.0","0.0","0.0","1.7","19.5","0.2","0.0","4.4"
"Jake Tonges","SFhigh","TE116","0.0","0.0","0.0","1.8","17.4","0.2","0.0","4.6"
"","high","0.0","0.0","0.0","1.8","17.4","0.2","0.0","4.6"
"","low","0.0","0.0","0.0","1.8","17.4","0.2","0.0","4.6"
"Trishton Jackson","MINhigh","WR214","0.0","0.0","0.0","1.7","18.8","0.2","0.0","4.6"
"","high","0.0","0.0","0.0","1.7","18.8","0.2","0.0","4.2"
"","low","0.0","0.0","0.0","1.7","18.8","0.2","0.0","4.2"
"Byron Pringle","WAShigh","WR215","0.0","1.0","0.0","1.9","18.9","0.1","0.0","4.4"
"","high","0.0","2.0","0.0","3.0","35.0","0.2","0.0","8.6"
"","low","0.0","0.0","0.0","0.9","2.7","0.0","0.0","3.0"
"Kristian Wilkerson","LVhigh","WR216","0.0","0.0","0.0","1.5","17.5","0.2","0.0","4.3"
"","high","0.0","0.0","0.0","1.5","17.5","0.2","0.0","4.0"
"","low","0.0","0.0","0.0","1.5","17.5","0.2","0.0","4.0"
"David Sills V","DENhigh","WR217","0.0","0.0","0.0","1.5","16.9","0.1","0.0","4.1"
"","high","0.0","0.0","0.0","1.5","16.9","0.1","0.0","3.8"
"","low","0.0","0.0","0.0","1.5","16.9","0.1","0.0","3.8"
"Tyrion Davis-Price","PHIhigh","RB137","0.0","17.0","0.0","1.0","3.0","0.0","0.0","3.0"
"","high","0.0","17.0","0.0","1.0","3.0","0.0","0.0","4.0"
"","low","0.0","17.0","0.0","1.0","3.0","0.0","0.0","4.0"
""
""
